date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:42:55	63154/63154	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2002%20Sep%202016%2006:45:22%20GMT	http://kamuinet.com/ENG/fonts/glyphicons-halflings-regular.svg	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/fonts/glyphicons-halflings-regular.svg	(from http://kamuinet.com/ENG/css/bootstrap.min.css)
21:42:57	41280/41280	---M-Z	200	added ('OK')	application/font-sfnt	date:Fri,%2002%20Sep%202016%2006:45:22%20GMT	http://kamuinet.com/ENG/fonts/glyphicons-halflings-regular.ttf	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/fonts/glyphicons-halflings-regular.ttf	(from http://kamuinet.com/ENG/css/bootstrap.min.css)
21:42:57	11906/11906	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:51%20GMT	http://kamuinet.com/ENG/img/pBG.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/pBG.png	(from http://kamuinet.com/ENG/css/main.css)
21:42:59	9570/9570	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:51%20GMT	http://kamuinet.com/ENG/img/kamuiPicSmall.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/kamuiPicSmall.png	(from http://kamuinet.com/ENG/css/main.css)
21:43:01	13896/13896	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2025%20Sep%202020%2010:05:52%20GMT	http://kamuinet.com/ENG/html/apple-touch-icon.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/html/apple-touch-icon.png	(from http://kamuinet.com/ENG/html/content.html)
21:43:13	101823/101823	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2002%20Sep%202016%2006:46:51%20GMT	http://kamuinet.com/ENG/img/subcontentBG.jpg	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/subcontentBG.jpg	(from http://kamuinet.com/ENG/css/main.css)
21:43:14	339/339	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:51%20GMT	http://kamuinet.com/ENG/img/menuArrow.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/menuArrow.png	(from http://kamuinet.com/ENG/html/content.html)
21:43:14	6329/6329	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Jul%202022%2019:43:14%20GMT	http://kamuinet.com/ENG/html/history.html	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/html/history.html	(from http://kamuinet.com/ENG/html/content.html)
21:43:15	4595/4595	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Jul%202022%2019:43:15%20GMT	http://kamuinet.com/ENG/html/profile.html	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/html/profile.html	(from http://kamuinet.com/ENG/html/content.html)
21:43:15	3711/3711	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Jul%202022%2019:43:15%20GMT	http://kamuinet.com/ENG/html/sayings.html	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/html/sayings.html	(from http://kamuinet.com/ENG/html/content.html)
21:43:16	11279/11279	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Jul%202022%2019:43:16%20GMT	http://kamuinet.com/ENG/html/kamuichat.html	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/html/kamuichat.html	(from http://kamuinet.com/ENG/html/content.html)
21:43:17	16287/16287	---M-Z	200	added ('OK')	text/html	date:Thu,%2007%20Jul%202022%2019:43:16%20GMT	http://kamuinet.com/ENG/html/videos.html	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/html/videos.html	(from http://kamuinet.com/ENG/html/content.html)
21:43:20	120077/120077	---MCZ	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:51%20GMT	http://kamuinet.com/ENG/img/kamuiNet.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/kamuiNet.png	(from http://kamuinet.com/ENG/html/content.html)
21:43:24	25256/25256	---M-Z	200	added ('OK')	image/png	date:Mon,%2005%20Sep%202016%2006:07:26%20GMT	http://kamuinet.com/ENG/img/logo_silvercase.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/logo_silvercase.png	(from http://kamuinet.com/ENG/html/content.html)
21:43:31	236447/236447	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2002%20Sep%202016%2006:46:50%20GMT	http://kamuinet.com/ENG/img/contentBG.jpg	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/contentBG.jpg	(from http://kamuinet.com/ENG/css/main.css)
21:43:36	154724/154724	---MCZ	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:51%20GMT	http://kamuinet.com/ENG/img/kamuiEye.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/kamuiEye.png	(from http://kamuinet.com/ENG/html/content.html)
21:43:48	597113/597113	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2002%20Sep%202016%2006:46:50%20GMT	http://kamuinet.com/ENG/img/enterBG.jpg	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/enterBG.jpg	(from http://kamuinet.com/ENG/css/main.css)
21:43:48	7855/7855	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:51%20GMT	http://kamuinet.com/ENG/img/lineLight.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/lineLight.png	(from http://kamuinet.com/ENG/html/history.html)
21:43:52	12490/12490	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:45:27%20GMT	http://kamuinet.com/ENG/gallery/02.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/02.png	(from http://kamuinet.com/ENG/html/videos.html)
21:43:53	31040/31040	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:45:26%20GMT	http://kamuinet.com/ENG/gallery/01.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/01.png	(from http://kamuinet.com/ENG/html/videos.html)
21:44:01	99073/99073	---MCZ	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:51%20GMT	http://kamuinet.com/ENG/img/kamuiPic.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/img/kamuiPic.png	(from http://kamuinet.com/ENG/html/profile.html)
21:44:01	48614/48614	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:45:29%20GMT	http://kamuinet.com/ENG/gallery/03.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/03.png	(from http://kamuinet.com/ENG/html/videos.html)
21:44:06	31631/31631	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:45:40%20GMT	http://kamuinet.com/ENG/gallery/04.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/04.png	(from http://kamuinet.com/ENG/html/videos.html)
21:44:32	243679/243679	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:45:27%20GMT	http://kamuinet.com/ENG/gallery/02.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/02.mp4	(from http://kamuinet.com/ENG/html/videos.html)
21:44:39	39485/39485	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:45:52%20GMT	http://kamuinet.com/ENG/gallery/05.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/05.png	(from http://kamuinet.com/ENG/html/videos.html)
21:48:37	54400/54400	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:45:53%20GMT	http://kamuinet.com/ENG/gallery/06.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/06.png	(from http://kamuinet.com/ENG/html/videos.html)
21:49:03	34973/34973	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:00%20GMT	http://kamuinet.com/ENG/gallery/07.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/07.png	(from http://kamuinet.com/ENG/html/videos.html)
21:50:32	665323/665323	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:45:53%20GMT	http://kamuinet.com/ENG/gallery/06.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/06.mp4	(from http://kamuinet.com/ENG/html/videos.html)
21:50:40	42645/42645	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:05%20GMT	http://kamuinet.com/ENG/gallery/08.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/08.png	(from http://kamuinet.com/ENG/html/videos.html)
21:52:07	34781/34781	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:07%20GMT	http://kamuinet.com/ENG/gallery/09.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/09.png	(from http://kamuinet.com/ENG/html/videos.html)
21:52:31	3272049/3272049	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:45:29%20GMT	http://kamuinet.com/ENG/gallery/03.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/03.mp4	(from http://kamuinet.com/ENG/html/videos.html)
21:52:37	33575/33575	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:09%20GMT	http://kamuinet.com/ENG/gallery/10.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/10.png	(from http://kamuinet.com/ENG/html/videos.html)
21:55:40	1273984/1273984	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:06%20GMT	http://kamuinet.com/ENG/gallery/09.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/09.mp4	(from http://kamuinet.com/ENG/html/videos.html)
21:55:45	30542/30542	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:16%20GMT	http://kamuinet.com/ENG/gallery/11.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/11.png	(from http://kamuinet.com/ENG/html/videos.html)
21:55:56	15706/15706	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:18%20GMT	http://kamuinet.com/ENG/gallery/12.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/12.png	(from http://kamuinet.com/ENG/html/videos.html)
21:56:37	1435934/1435934	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:08%20GMT	http://kamuinet.com/ENG/gallery/10.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/10.mp4	(from http://kamuinet.com/ENG/html/videos.html)
21:56:46	56172/56172	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:25%20GMT	http://kamuinet.com/ENG/gallery/13.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/13.png	(from http://kamuinet.com/ENG/html/videos.html)
21:59:42	1408019/1408019	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:17%20GMT	http://kamuinet.com/ENG/gallery/12.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/12.mp4	(from http://kamuinet.com/ENG/html/videos.html)
21:59:53	61098/61098	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:26%20GMT	http://kamuinet.com/ENG/gallery/14.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/14.png	(from http://kamuinet.com/ENG/html/videos.html)
22:05:38	1986881/1986881	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:25%20GMT	http://kamuinet.com/ENG/gallery/14.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/14.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:05:47	51397/51397	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:26%20GMT	http://kamuinet.com/ENG/gallery/15.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/15.png	(from http://kamuinet.com/ENG/html/videos.html)
22:09:17	9682486/9682486	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:45:40%20GMT	http://kamuinet.com/ENG/gallery/04.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/04.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:09:30	69812/69812	---MCZ	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:28%20GMT	http://kamuinet.com/ENG/gallery/16.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/16.png	(from http://kamuinet.com/ENG/html/videos.html)
22:10:20	4995106/4995106	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:24%20GMT	http://kamuinet.com/ENG/gallery/13.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/13.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:10:28	49721/49721	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:28%20GMT	http://kamuinet.com/ENG/gallery/17.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/17.png	(from http://kamuinet.com/ENG/html/videos.html)
22:10:57	5748029/5748029	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:16%20GMT	http://kamuinet.com/ENG/gallery/11.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/11.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:11:07	59599/59599	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:29%20GMT	http://kamuinet.com/ENG/gallery/18.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/18.png	(from http://kamuinet.com/ENG/html/videos.html)
22:11:16	59096/59096	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:30%20GMT	http://kamuinet.com/ENG/gallery/19.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/19.png	(from http://kamuinet.com/ENG/html/videos.html)
22:13:08	50501/50501	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:32%20GMT	http://kamuinet.com/ENG/gallery/20.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/20.png	(from http://kamuinet.com/ENG/html/videos.html)
22:14:31	1559086/1559086	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:28%20GMT	http://kamuinet.com/ENG/gallery/17.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/17.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:14:36	24518/24518	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:33%20GMT	http://kamuinet.com/ENG/gallery/21.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/21.png	(from http://kamuinet.com/ENG/html/videos.html)
22:15:57	1813379/1813379	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:29%20GMT	http://kamuinet.com/ENG/gallery/18.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/18.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:16:06	49658/49658	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:34%20GMT	http://kamuinet.com/ENG/gallery/22.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/22.png	(from http://kamuinet.com/ENG/html/videos.html)
22:16:47	10049/10049	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:35%20GMT	http://kamuinet.com/ENG/gallery/23.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/23.png	(from http://kamuinet.com/ENG/html/videos.html)
22:16:57	63474/63474	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:36%20GMT	http://kamuinet.com/ENG/gallery/24.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/24.png	(from http://kamuinet.com/ENG/html/videos.html)
22:19:10	847922/847922	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:35%20GMT	http://kamuinet.com/ENG/gallery/23.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/23.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:19:16	34100/34100	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:38%20GMT	http://kamuinet.com/ENG/gallery/25.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/25.png	(from http://kamuinet.com/ENG/html/videos.html)
22:21:05	2457656/2457656	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:33%20GMT	http://kamuinet.com/ENG/gallery/21.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/21.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:21:13	45457/45457	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:38%20GMT	http://kamuinet.com/ENG/gallery/26.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/26.png	(from http://kamuinet.com/ENG/html/videos.html)
22:21:23	62498/62498	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:39%20GMT	http://kamuinet.com/ENG/gallery/27.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/27.png	(from http://kamuinet.com/ENG/html/videos.html)
22:21:29	41183/41183	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:40%20GMT	http://kamuinet.com/ENG/gallery/28.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/28.png	(from http://kamuinet.com/ENG/html/videos.html)
22:21:57	281620/281620	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:38%20GMT	http://kamuinet.com/ENG/gallery/26.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/26.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:22:02	30309/30309	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:41%20GMT	http://kamuinet.com/ENG/gallery/29.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/29.png	(from http://kamuinet.com/ENG/html/videos.html)
22:22:40	21281/21281	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:41%20GMT	http://kamuinet.com/ENG/gallery/30.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/30.png	(from http://kamuinet.com/ENG/html/videos.html)
22:23:20	422253/422253	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:41%20GMT	http://kamuinet.com/ENG/gallery/29.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/29.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:23:23	18199/18199	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:42%20GMT	http://kamuinet.com/ENG/gallery/31.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/31.png	(from http://kamuinet.com/ENG/html/videos.html)
22:24:15	554436/554436	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:41%20GMT	http://kamuinet.com/ENG/gallery/30.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/30.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:24:18	17782/17782	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:42%20GMT	http://kamuinet.com/ENG/gallery/32.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/32.png	(from http://kamuinet.com/ENG/html/videos.html)
22:24:42	45693/45693	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:43%20GMT	http://kamuinet.com/ENG/gallery/33.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/33.png	(from http://kamuinet.com/ENG/html/videos.html)
22:25:11	279578/279578	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:42%20GMT	http://kamuinet.com/ENG/gallery/32.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/32.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:25:19	52537/52537	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:46%20GMT	http://kamuinet.com/ENG/gallery/34.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/34.png	(from http://kamuinet.com/ENG/html/videos.html)
22:26:20	1089639/1089639	---MCZ	200	added ('OK')	video/mp4	date:Fri,%2002%20Sep%202016%2006:46:42%20GMT	http://kamuinet.com/ENG/gallery/31.mp4	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/31.mp4	(from http://kamuinet.com/ENG/html/videos.html)
22:26:27	37620/37620	---M-Z	200	added ('OK')	image/png	date:Fri,%2002%20Sep%202016%2006:46:48%20GMT	http://kamuinet.com/ENG/gallery/35.png	C:/Mis%20lugares%20Web/KamuiNet/kamuinet.com/ENG/gallery/35.png	(from http://kamuinet.com/ENG/html/videos.html)
